FACILITY_NAME,COUNTY,LATITUDE,LONGITUDE,Distance_to_Water_m,Risk_Category
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS,LOS ANGELES,33.897328,-118.039862,139.4723278492584,Medium Risk (101-500m)
CLEAN HARBORS WILMINGTON LLC,LOS ANGELES,33.786133,-118.239923,433.8495146576902,Medium Risk (101-500m)
CMX METALS,LOS ANGELES,33.9898,-118.26898,5060.17414050406,Low Risk (>500m)
ITT CANNON LLC DBA BIW CONNECTOR SYSTEMS,SONOMA,38.44999,-122.73485,1335.1371661880814,Low Risk (>500m)
NATIONAL READY MIX CONCRETE CO .,LOS ANGELES,34.118747,-117.983375,1041.9362985756316,Low Risk (>500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
SAN JOAQUIN REFINING CO INC,KERN,35.39511,-119.04652,405.07921885241575,Medium Risk (101-500m)
BAKER PETROLITE,KERN,35.400631,-119.052076,267.89386842149577,Medium Risk (101-500m)
TESORO MARINE TERMINAL 2,LOS ANGELES,33.777711,-118.209574,388.3846697210688,Medium Risk (101-500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
CORTEVA AGRISCIENCE LLC,CONTRA COSTA,38.023129,-121.855352,957.8529212585684,Low Risk (>500m)
BANDY MANUFACTURING LLC,LOS ANGELES,34.205985,-118.347624,2653.1367977095106,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
NEW CARROT FARMS LLC DBA BOLTHOUSE FRESH FOODS,KERN,35.354666,-118.923759,385.5983390920286,Medium Risk (101-500m)
BACHEM AMERICAS INC.,SAN DIEGO,33.14454,-117.234351,1137.9482300015666,Low Risk (>500m)
PSI BEARINGS,VENTURA,34.2751,-118.79946,312.1328868955626,Medium Risk (101-500m)
CHAMPIONX-BAKERSFIELD,KERN,35.31312,-119.07386,319.1607177016819,Medium Risk (101-500m)
SOLVAY USA INC,LOS ANGELES,33.843611,-118.216389,753.9789031565891,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.95745,-118.1888,1556.23390098891,Low Risk (>500m)
INEOS COMPOSITES US LLC,LOS ANGELES,33.983333,-118.133333,1609.2076389652452,Low Risk (>500m)
CALIFORNIA DAIRIES INC LOS BANOS,MERCED,37.0569,-120.84012,3743.049993178519,Low Risk (>500m)
UNIVAR SOLUTIONS USA,SOLANO,38.27483,-121.98363,1733.8916252945837,Low Risk (>500m)
LA LUMBER TREATING LTD.,SAN BERNARDINO,34.09655,-117.46582,2375.165955633289,Low Risk (>500m)
NALCO CO - CARSON,LOS ANGELES,33.83922,-118.23044,2013.3216679664129,Low Risk (>500m)
GRIFOLS BIOLOGICALS,LOS ANGELES,34.0743,-118.16258,118.76847637567984,Medium Risk (101-500m)
SENIOR AEROSPACE INC SSP DIV,LOS ANGELES,34.201757,-118.34136,2945.02643704594,Low Risk (>500m)
THE GILL CORP,LOS ANGELES,34.08291,-118.06062,420.23124076805,Medium Risk (101-500m)
VULCAN MATERIALS CO SUN VALLEY,LOS ANGELES,34.22816,-118.38009,1489.7707815131084,Low Risk (>500m)
HOLLIDAY ROCK-PALMDALE,LOS ANGELES,34.51682,-117.95568,606.3348496672945,Low Risk (>500m)
TESORO REFINING & MARKETING CO LLC,CONTRA COSTA,38.030833,-122.075,221.9694029001237,Medium Risk (101-500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.80542,-118.22565,180.28657582934616,Medium Risk (101-500m)
US MARINE CORPS MCB CAMP PENDLETON,SAN DIEGO,33.30666,-117.3408,556.0704461322956,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES TERMINAL,LOS ANGELES,33.90916,-118.27841,2770.356181653555,Low Risk (>500m)
KERN ENERGY,KERN,35.295278,-118.921111,853.0652175585765,Low Risk (>500m)
TRICAL INC.,KERN,35.028056,-118.160833,6920.90179102849,Low Risk (>500m)
SIERRACIN/SYLMAR CORP,LOS ANGELES,34.30224,-118.46243,995.0875933971926,Low Risk (>500m)
SPECIALTY GRANULES (IONE) LLC,AMADOR,38.369722,-120.999722,327.54312725652886,Medium Risk (101-500m)
US DOD NAS LEMOORE (INSTALLATION),KINGS,36.26475,-119.8712,1024.6521547478221,Low Risk (>500m)
FABRI COTE,LOS ANGELES,33.98565,-118.26241,4793.091089942489,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
ALERT PLATING CO,LOS ANGELES,34.250667,-118.38842,222.0572484059139,Medium Risk (101-500m)
VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,LOS ANGELES,34.12103,-117.9367,1547.6153861298853,Low Risk (>500m)
GRANITE ROCK CO SALINAS CONCRETE,MONTEREY,36.672655,-121.644437,309.48778296781086,Medium Risk (101-500m)
J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,SHASTA,40.490697,-122.5051,719.0940062115908,Low Risk (>500m)
NICK BARBIERI TRUCKING LLC,SONOMA,38.387161,-122.728295,978.6064388359712,Low Risk (>500m)
PINNACLE PREMIX,TULARE,36.351029,-119.367943,1900.4713101830948,Low Risk (>500m)
NICK BARBIERI TRUCKING LLC,SONOMA,38.387161,-122.728295,978.6064388359712,Low Risk (>500m)
DEMENNOKERDOON DBA WORLD OIL RECYCLING,LOS ANGELES,33.910116,-118.221906,1968.8050423305497,Low Risk (>500m)
SANMINA PLANT # 2,SANTA CLARA,37.376596,-121.916705,1172.6308235058168,Low Risk (>500m)
GLOBAL COMMUNICATION SEMICONDUCTORS LLC,LOS ANGELES,33.81619,-118.34451,6906.620382206728,Low Risk (>500m)
OLIN WINCHESTER LLC,SAN BERNARDINO,34.07472,-117.2619,149.3725947332176,Medium Risk (101-500m)
POMONA PLANT 5,LOS ANGELES,34.05756,-117.79417,368.66225947590954,Medium Risk (101-500m)
ATWATER FEDERAL PRISON,MERCED,37.38307,-120.55911,1651.2401374803262,Low Risk (>500m)
ALUMINUM PRECISION PRODUCTS ALTON ST FACILITY DIV,ORANGE,33.705015,-117.861913,2218.4292747859095,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
US ARMY FORT IRWIN NATIONAL TRAINING CENTER,SAN BERNARDINO,35.396333,-116.629925,35124.86090591002,Low Risk (>500m)
US CBP BOULEVARD BORDER PATROL STATION #CA11560,SAN DIEGO,32.68306,-116.293235,635.7235781724593,Low Risk (>500m)
SENIOR AEROSPACE INC SSP DIV,LOS ANGELES,34.201757,-118.34136,2945.02643704594,Low Risk (>500m)
VALLEY PLATING WORKS INC,LOS ANGELES,33.99672,-118.15199,2148.2737515948443,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,LOS ANGELES,33.808333,-118.245833,1088.3033078561125,Low Risk (>500m)
GKN AEROSPACE TRANSPARENCY SYSTEMS INC.,ORANGE,33.787198,-118.001526,768.3563157770326,Low Risk (>500m)
CHEVRON HUNTINGTON BEACH TERMINAL,ORANGE,33.70268,-117.9999,3026.596293991889,Low Risk (>500m)
SOLAR TURBINES INC HARBOR DRIVE,SAN DIEGO,32.727752,-117.176234,3804.6590873692185,Low Risk (>500m)
WILBUR ELLIS CO LLC RIO LINDA HUB,SACRAMENTO,38.687616,-121.481469,305.37436162959676,Medium Risk (101-500m)
AOC L.L.C.,RIVERSIDE,33.8311,-117.26157,304.96598165785326,Medium Risk (101-500m)
INX INTERNATIONAL INK CO,LOS ANGELES,33.90569,-118.03788,352.0688203000393,Medium Risk (101-500m)
SILGAN CONTAINER MANUFACTURING CORP.,STANISLAUS,37.73271,-120.936945,834.2371123085302,Low Risk (>500m)
THE JANKOVICH CO PARAMOUNT FIXED FACILITY,LOS ANGELES,33.90574,-118.16889,1023.1335635264246,Low Risk (>500m)
HERBERT MALARKEY ROOFING CO,LOS ANGELES,33.946492,-118.165872,206.07852639115598,Medium Risk (101-500m)
CHEVRON RICHMOND TECHNOLOGY CENTER,CONTRA COSTA,37.93047,-122.38944,2458.9599075324386,Low Risk (>500m)
DV NATURAL RESOURCES--BRIGGS MINE,INYO,35.940942,-117.195969,26219.61316784952,Low Risk (>500m)
AIR PRODUCTS MANUFACTURING LLC,LOS ANGELES,33.899538,-118.15141,2778.807922888337,Low Risk (>500m)
TESORO - VINVALE TERMINAL,LOS ANGELES,33.95277,-118.16408,469.7648240063036,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
SIERRA PACIFIC INDUSTRIES BURNEY DIV,SHASTA,40.8774,-121.7019,535.645837266194,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.95745,-118.1888,1556.23390098891,Low Risk (>500m)
AIR PRODUCTS & CHEMICALS INC.,LOS ANGELES,33.812778,-118.231389,190.63478528591176,Medium Risk (101-500m)
VISTA METALS CORP.,SAN BERNARDINO,34.094639,-117.512111,510.6421447575774,Low Risk (>500m)
TESORO - SAN DIEGO TERMINAL,SAN DIEGO,32.6941,-117.14152,1397.0068921152367,Low Risk (>500m)
TORRANCE REFINING CO LLC,LOS ANGELES,33.85828,-118.3369,2566.207435112675,Low Risk (>500m)
NEW CARROT FARMS LLC DBA BOLTHOUSE FRESH FOODS,KERN,35.354666,-118.923759,385.5983390920286,Medium Risk (101-500m)
CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,SAN BERNARDINO,34.5534,-117.3031,512.1751780156892,Low Risk (>500m)
SPS TECHNOLOGIES LLC DBA PB FASTENERS,LOS ANGELES,33.91264,-118.30699,1737.0169589676314,Low Risk (>500m)
FRITO-LAY INC.(F/K/A FRITO-LAY NORTH AMERICA),SAN BERNARDINO,34.07979,-117.59341,477.15808924190793,Medium Risk (101-500m)
KAISER ALUMINUM FABRICATED PRODUCTS LLC,LOS ANGELES,33.98858,-118.14652,2262.695553063476,Low Risk (>500m)
U.S. ARMY NATIONAL GUARD CAMP SAN LUIS OBISPO RANGES,SAN LUIS OBISPO,35.323441,-120.729721,125.52133827244559,Medium Risk (101-500m)
O'KEEFFE,MERCED,37.28509,-120.50209,1318.9482959318623,Low Risk (>500m)
CYTEC SOLVAY COMPOSITE MATERIALS ORANGE,ORANGE,33.79776,-117.85582,1973.6594679172144,Low Risk (>500m)
AOC L.L.C.,RIVERSIDE,33.8311,-117.26157,304.96598165785326,Medium Risk (101-500m)
THE JANKOVICH CO PARAMOUNT FIXED FACILITY,LOS ANGELES,33.90574,-118.16889,1023.1335635264246,Low Risk (>500m)
BROWN-PACIFIC INC.,LOS ANGELES,33.90528,-118.04036,123.62490789975914,Medium Risk (101-500m)
A&A READY MIXED CONCRETE INC.,LOS ANGELES,33.89288,-118.2777,2701.9594627729584,Low Risk (>500m)
NORMAN FOX & CO.,LOS ANGELES,34.025022,-117.975686,149.54527091426414,Medium Risk (101-500m)
DURAVENT INC.,SOLANO,38.400529,-121.953469,686.1134568850874,Low Risk (>500m)
COMMERCIAL METAL FORMING,ORANGE,33.8024,-117.85667,1709.9299934505273,Low Risk (>500m)
BAE SYSTEMS SAN DIEGO SHIP REPAIR,SAN DIEGO,32.692921,-117.144598,1598.9804510423432,Low Risk (>500m)
MP MINE OPERATIONS LLC,SAN BERNARDINO,35.47129,-115.52864,305.4938197385506,Medium Risk (101-500m)
U.S. ARMY GARRISON FORT HUNTER LIGGETT RANGES,MONTEREY,36.0043,-121.2394,799.1040984047286,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
CHEVRON RICHMOND TECHNOLOGY CENTER,CONTRA COSTA,37.93047,-122.38944,2458.9599075324386,Low Risk (>500m)
BASALITE,SAN JOAQUIN,37.69589,-121.452715,448.1954614529912,Medium Risk (101-500m)
ARCADIA INC.,LOS ANGELES,34.01445,-118.20909,844.1015083194246,Low Risk (>500m)
SIERRA ALUMINUM CO PLANT II,SAN BERNARDINO,34.03888,-117.51828,2287.5118577911558,Low Risk (>500m)
PACIRA PHARMACEUTICALS INC,SAN DIEGO,32.89513,-117.23074,1135.2958545377821,Low Risk (>500m)
NUTRA BLEND LLC,MADERA,36.94997,-120.08484,915.335037412074,Low Risk (>500m)
PIONEER CIRCUITS INC,ORANGE,33.70722,-117.92311,288.98845071346557,Medium Risk (101-500m)
VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,LOS ANGELES,34.12103,-117.9367,1547.6153861298853,Low Risk (>500m)
SHERWIN-WILLIAMS CO,SAN BERNARDINO,34.474673,-117.282911,2662.013196711104,Low Risk (>500m)
NORTHGATE READY MIX,SONOMA,38.523547,-122.79085,729.7929197806798,Low Risk (>500m)
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,CONTRA COSTA,38.0436,-122.2532,1354.1184714409135,Low Risk (>500m)
STERIGENICS-LOS ANGELES FACILITY,LOS ANGELES,33.996889,-118.19,224.5762096978017,Medium Risk (101-500m)
HUDSON TECHNOLOGIES CO,SAN BERNARDINO,34.041144,-117.64051,3789.7600135323983,Low Risk (>500m)
DARLING INGREDIENTS INC,STANISLAUS,37.465019,-121.030327,298.1485637173851,Medium Risk (101-500m)
U.S. MARINE CORPS CHOCOLATE MOUNTAINS AERIAL GUNNERY RANGE,IMPERIAL,33.2418,-115.49454,815.4565953318196,Low Risk (>500m)
CONTINENTAL COATINGS CO. INC,SAN BERNARDINO,34.05408,-117.47132,831.2173242336299,Low Risk (>500m)
FRESNO VALVES & CASTINGS INC.,FRESNO,36.598228,-119.64767,322.31694790715443,Medium Risk (101-500m)
DT FIBERGLASS INC,SACRAMENTO,38.52207,-121.3716,101.8899457142547,Medium Risk (101-500m)
CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,SOLANO,38.28262,-121.99716,442.378009162019,Medium Risk (101-500m)
SOMACIS INC,SAN DIEGO,32.93988,-117.03872,1240.4803520533842,Low Risk (>500m)
FORTERRA PIPE & PRECAST - RIVERSIDE,RIVERSIDE,33.738795,-117.160983,5017.239550313828,Low Risk (>500m)
SOLAR TURBINES INC HARBOR DRIVE,SAN DIEGO,32.727752,-117.176234,3804.6590873692185,Low Risk (>500m)
TELEDYNE INSTRUMENTS INC DBA TELEDYNE IMPULSE,SAN DIEGO,32.90299,-117.11389,1244.0367701294233,Low Risk (>500m)
HONEYWELL INTERNATIONAL INC,LOS ANGELES,33.85833,-118.32108,1761.8366014695766,Low Risk (>500m)
LAIRD COATINGS CORP,ORANGE,33.73635,-118.03118,621.2268748492503,Low Risk (>500m)
TORRANCE REFINING CO LLC,LOS ANGELES,33.85828,-118.3369,2566.207435112675,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
MESQUITE MINE,IMPERIAL,32.974822,-115.302278,20.26378115465142,High Risk (<100m)
PHILLIPS 66 LOS ANGELES REFINERY MARINE TERMINAL,LOS ANGELES,33.754914,-118.270655,2740.22156912866,Low Risk (>500m)
SPI SONORA DIV,TUOLUMNE,37.96492,-120.31906,531.318585183598,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
NINTH AVE FOODS,LOS ANGELES,34.02535,-117.97243,317.429197059582,Medium Risk (101-500m)
INTEGRATED DNA TECHNOLOGIES,SAN DIEGO,32.8858,-117.17567,3918.5380111802933,Low Risk (>500m)
FRITO LAY INC.,STANISLAUS,37.6312,-120.9231,2248.4546089601627,Low Risk (>500m)
AMVAC CHEMICAL CORP,LOS ANGELES,34.009444,-118.188056,1015.1723555681278,Low Risk (>500m)
TORRANCE REFINING CO LLC,LOS ANGELES,33.85828,-118.3369,2566.207435112675,Low Risk (>500m)
TIODIZE CO INC,ORANGE,33.73432,-118.03362,465.5023213170155,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,LOS ANGELES,33.946295,-118.16704,281.7340253785252,Medium Risk (101-500m)
TECHNI-CAST CORP,LOS ANGELES,33.92551,-118.16929,675.9984839994289,Low Risk (>500m)
INDUSTRIAL SERVICE OIL CO,LOS ANGELES,34.018663,-118.220106,325.2814256084739,Medium Risk (101-500m)
CONRAD WOOD PRESERVING CO,COLUSA,38.96539,-122.01286,674.9768643640381,Low Risk (>500m)
SCHUFF STEEL CO,SAN JOAQUIN,37.93747,-121.32235,688.887373310093,Low Risk (>500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
AIR PRODUCTS WEST COAST HYDROGEN LLC - TORRANCE,LOS ANGELES,33.8692,-118.33159,1261.5828278717522,Low Risk (>500m)
SILVESTRI CALIFORNIA,LOS ANGELES,33.965379,-118.242108,3370.3902441317264,Low Risk (>500m)
DYNACAST INC,ORANGE,33.664485,-117.675845,316.54369571885616,Medium Risk (101-500m)
VULCAN MATERIALS CO ROSEVILLE ASPHALT PLANT,PLACER,38.724857,-121.319776,999.2184274739495,Low Risk (>500m)
STREMICKS HERITAGE FOODS,RIVERSIDE,33.91473,-117.49819,1339.7918248840888,Low Risk (>500m)
INTEGRATED DNA TECHNOLOGIES,SAN DIEGO,32.8858,-117.17567,3918.5380111802933,Low Risk (>500m)
FONTANA WOOD TREATING,SAN BERNARDINO,34.10152,-117.46899,2530.585506046709,Low Risk (>500m)
SIKA CORPERATION,RIVERSIDE,33.93137,-117.29463,1269.0009147809558,Low Risk (>500m)
PHENOMENEX INC.,LOS ANGELES,33.84408,-118.32382,3283.1662183190006,Low Risk (>500m)
HOLLIDAY ROCK-PALMDALE,LOS ANGELES,34.51682,-117.95568,606.3348496672945,Low Risk (>500m)
HEXPOL LONG BEACH,LOS ANGELES,33.881,-118.16283,2413.999444737347,Low Risk (>500m)
SOUTHERN COUNTIES OIL CO. LP D.B.A. SC FUELS,FRESNO,36.6992,-119.7637,89.94068703262316,High Risk (<100m)
CONCRETE INC,SAN JOAQUIN,37.94653,-121.29628,132.98247772407584,Medium Risk (101-500m)
CERTAINTEED LLC,ALAMEDA,37.51166,-121.99502,1627.8587149563218,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
THE GILL CORP,LOS ANGELES,34.08291,-118.06062,420.23124076805,Medium Risk (101-500m)
HILMAR CHEESE CO,MERCED,37.421613,-120.850431,643.3471583263546,Low Risk (>500m)
BACHEM AMERICAS INC.,SAN DIEGO,33.14454,-117.234351,1137.9482300015666,Low Risk (>500m)
DANCO ANODIZING (DBA DANCO METAL SURFACING),ORANGE,33.70977,-117.87353,1551.0083927041524,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
CHEMICAL WASTE MANAGEMENT INC,KINGS,36.037162,-120.003519,422.3784900843366,Medium Risk (101-500m)
HUSSMANN CORP,SAN BERNARDINO,34.003165,-117.706579,1634.8533263439156,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
CMC REBAR FRESNO,FRESNO,36.69961,-119.7732,751.7171536256765,Low Risk (>500m)
BURKE INDUSTRIES INC,SANTA CLARA,37.30804,-121.85421,869.0946828915141,Low Risk (>500m)
LOS ANGELES GALVANIZING CO.,LOS ANGELES,33.99562,-118.225501,1605.92341934142,Low Risk (>500m)
HILMAR CHEESE CO,MERCED,37.421613,-120.850431,643.3471583263546,Low Risk (>500m)
OLDCASTLE PRECAST INC,SAN DIEGO,32.868225,-116.919999,295.5065411870921,Medium Risk (101-500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
TESORO REFINING & MARKETING CO LLC,CONTRA COSTA,38.030833,-122.075,221.9694029001237,Medium Risk (101-500m)
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,CONTRA COSTA,38.0436,-122.2532,1354.1184714409135,Low Risk (>500m)
FLORESTONE LLC,MADERA,36.99044,-120.10398,1152.0021170934567,Low Risk (>500m)
ENGINEERED POLYMER SOLUTIONS INC,LOS ANGELES,33.987111,-118.165944,512.3546529145447,Low Risk (>500m)
TESORO REFINING & MARKETING CO LLC,CONTRA COSTA,38.030833,-122.075,221.9694029001237,Medium Risk (101-500m)
INNOVATIVE COATING TECHNOLOGY INC,KERN,35.050444,-118.156344,5596.707829705085,Low Risk (>500m)
TESORO HATHAWAY TERMINAL,LOS ANGELES,33.79961,-118.155711,4628.191946774411,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
NATIONAL READY MIX CONCRETE CO .,LOS ANGELES,34.23246,-118.37615,1020.3483962108497,Low Risk (>500m)
LAKE HERMAN QUARRY,SOLANO,38.10916,-122.18195,357.8504605902487,Medium Risk (101-500m)
SHELL CHEMICAL LP - MARTINEZ CATALYST PLANT,CONTRA COSTA,38.025771,-122.11613,1855.7765806662628,Low Risk (>500m)
VERITIV OPERATING CO - CA515 WEST SACRAMENTO,YOLO,38.550217,-121.56539,572.0618557604822,Low Risk (>500m)
CALEX MFG CO INC,CONTRA COSTA,37.98368,-122.04896,158.2712851599928,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
A.L. GILBERT CO,STANISLAUS,37.76917,-120.84874,995.0247702226513,Low Risk (>500m)
MOC PRODUCTS CO. INC,LOS ANGELES,34.25483,-118.40135,1030.911122089491,Low Risk (>500m)
ALUMINUM PRECISION PRODUCTS ALTON ST FACILITY DIV,ORANGE,33.705015,-117.861913,2218.4292747859095,Low Risk (>500m)
TESORO - SAN DIEGO TERMINAL,SAN DIEGO,32.6941,-117.14152,1397.0068921152367,Low Risk (>500m)
TST INC.  DBA TIMCO DBA TANDE M INDUSTRIES,SAN BERNARDINO,34.044083,-117.521861,1858.2054233325362,Low Risk (>500m)
EL CAJON PLANT 29,SAN DIEGO,32.81686,-116.96356,949.6676458520625,Low Risk (>500m)
EXXONMOBIL OIL CORP VERNON TERMINAL,LOS ANGELES,34.00894,-118.22188,243.45376700609648,Medium Risk (101-500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
FXI INC. - ORANGE,ORANGE,33.82116,-117.86208,558.5898975950673,Low Risk (>500m)
OAKLEY INC,ORANGE,33.67034,-117.64442,572.7200288528953,Low Risk (>500m)
AIR PRODUCTS WEST COAST HYDROGEN LLC - TORRANCE,LOS ANGELES,33.8692,-118.33159,1261.5828278717522,Low Risk (>500m)
QUIDEL INC,SAN DIEGO,32.89748,-117.1729,2883.5914859586255,Low Risk (>500m)
BAXALTA US INC. PART OF THE TAKEDA GROUP,LOS ANGELES,34.14234,-118.27007,611.3924511669599,Low Risk (>500m)
TESLA INC.,ALAMEDA,37.469273,-121.928566,945.1587145815829,Low Risk (>500m)
ELITE COMFORT SOLUTIONS,SAN BERNARDINO,34.04396,-117.52949,1154.304030312779,Low Risk (>500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.751629,-118.208842,1213.3044248136573,Low Risk (>500m)
UNIVAR SOLUTIONS USA INC.,LOS ANGELES,33.9925,-118.133056,1884.4262544346036,Low Risk (>500m)
EXXONMOBIL OIL CORP VERNON TERMINAL,LOS ANGELES,34.00894,-118.22188,243.45376700609648,Medium Risk (101-500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
PRC-DESOTO INTERNATIONAL INC.,KERN,34.9885,-118.15004,10065.745795702027,Low Risk (>500m)
SIERRA ALUMINUM CO PLANT II,SAN BERNARDINO,34.03888,-117.51828,2287.5118577911558,Low Risk (>500m)
VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,LOS ANGELES,34.12103,-117.9367,1547.6153861298853,Low Risk (>500m)
OWENS-BROCKWAY GLASS CONTAINER INC PLANT #22,SAN JOAQUIN,37.715147,-121.49157,519.0615551294371,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,LOS ANGELES,33.808333,-118.245833,1088.3033078561125,Low Risk (>500m)
OWENS-BROCKWAY GLASS CONTAINER INC PLANT #22,SAN JOAQUIN,37.715147,-121.49157,519.0615551294371,Low Risk (>500m)
FRITO LAY INC.,STANISLAUS,37.6312,-120.9231,2248.4546089601627,Low Risk (>500m)
ECOLAB INC,LOS ANGELES,33.99715,-117.903052,542.7462470721413,Low Risk (>500m)
CORTEVA AGRISCIENCE LLC,CONTRA COSTA,38.023129,-121.855352,957.8529212585684,Low Risk (>500m)
HOLLIDAY ROCK CO - BAKERSFIELD,KERN,35.35337,-118.9745,2132.2706276005447,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TESORO MARINE TERMINAL 2,LOS ANGELES,33.777711,-118.209574,388.3846697210688,Medium Risk (101-500m)
UNIVAR SOLUTIONS USA INC.,LOS ANGELES,33.9925,-118.133056,1884.4262544346036,Low Risk (>500m)
A&A READY MIXED CONCRETE INC.,LOS ANGELES,33.80711,-118.18225,2155.9133955155125,Low Risk (>500m)
PHENOMENEX NO 8,LOS ANGELES,33.844095,-118.324661,3312.574198513957,Low Risk (>500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
ANHEUSER-BUSCH LLC - FAIRFIELD BREWERY,SOLANO,38.23906,-122.09023,1814.192111376646,Low Risk (>500m)
BEHR PROCESS CORP - GARRY & YALE,ORANGE,33.70564,-117.91566,517.0838281178287,Low Risk (>500m)
VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,LOS ANGELES,34.12103,-117.9367,1547.6153861298853,Low Risk (>500m)
U.S. NAVAL AIR STATION NORTH ISLAND,SAN DIEGO,32.698333,-117.209444,6867.086041410556,Low Risk (>500m)
TRICAL INC.,KERN,35.028056,-118.160833,6920.90179102849,Low Risk (>500m)
SORENSON ENGINEERING INC.,SAN BERNARDINO,34.02312,-117.10585,946.8038394758106,Low Risk (>500m)
MISSION VALLEY ROCK,ALAMEDA,37.575904,-121.879972,116.71916742117796,Medium Risk (101-500m)
